BrandName,Details,Sizes,MRP,SellPrice,Discount,Category,Colour,Tokenized_Details
is.u,stripes cotton womens regular fit top,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",1890.0,945.0,50.0,regular fit top,orange,"['stripes', 'cotton', 'womens', 'regular', 'fit', 'top']"
janasya,printed collared neck cotton regular fit womens night suit,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",2499.0,874.0,65.0,night suit,natural,"['printed', 'collared', 'neck', 'cotton', 'regular', 'fit', 'womens', 'night', 'suit']"
latin quarters,printed polyester womens regular blouse,"Size:S,M,L,XL,XX-Large",1499.0,1049.0,30.0,regular blouse,black,"['printed', 'polyester', 'womens', 'regular', 'blouse']"
reebok,solid regular fit polyester womens active wear tights,"Size:Large,Medium,Small,X-Small",3299.0,1649.0,50.0,active wear tights,black,"['solid', 'regular', 'fit', 'polyester', 'womens', 'active', 'wear', 'tights']"
is.u,womens navy ruffled sleeve shirt,"Size:Large,Medium,Small,X-Small",2490.0,871.0,65.0,navy ruffled sleeve shirt,navy,"['womens', 'navy', 'ruffled', 'sleeve', 'shirt']"
spykar,printed viscose spread collar womens casual wear shirt,"Size:Large,Medium,Small,X-Large",1699.0,1189.0,30.0,casual wear shirt,electric,"['printed', 'viscose', 'spread', 'collar', 'womens', 'casual', 'wear', 'shirt']"
stop,textured round neck acrylic womens sweater,"Size:Large,Medium,Small,X-Large,XX-Large",1999.0,999.0,50.0,sweater,black,"['textured', 'round', 'neck', 'acrylic', 'womens', 'sweater']"
life,solid viscose womens regular fit top,"Size:Large,Medium,Small,X-Large,X-Small",899.0,449.0,50.0,regular fit top,navy,"['solid', 'viscose', 'womens', 'regular', 'fit', 'top']"
global desi,self design cotton keyhole neck womens straight tunic,"Size:XL,Large,Medium,Small,X-Small,XX-Large",2499.0,1249.0,50.0,straight tunic,peach,"['self', 'design', 'cotton', 'keyhole', 'neck', 'womens', 'straight', 'tunic']"
and,solid linen collar neck womens straight dress,"Size:8,10,12,14,16,18",2699.0,2159.0,20.0,straight dress,yellow,"['solid', 'linen', 'collar', 'neck', 'womens', 'straight', 'dress']"
faballey,solid georgette womens regular top,"Size:Large,X-Large",1300.0,650.0,50.0,regular top,pink,"['solid', 'georgette', 'womens', 'regular', 'top']"
dolce crudo,womens yes indeed high waist twill treggings,"Size:Large,Medium,Small,X-Small",2249.0,1012.0,55.0,yes indeed high waist twill treggings,navy,"['womens', 'yes', 'indeed', 'high', 'waist', 'twill', 'treggings']"
dolce crudo,womens the scarlet letter paper bag pants,"Size:26,32,34",2299.0,1149.0,50.0,the scarlet letter paper bag pants,black,"['womens', 'scarlet', 'letter', 'paper', 'bag', 'pants']"
global desi,solid straight fit viscose rayon womens casual wear trousers,"Size:XL,Large,Medium,Small,X-Small,XX-Large",2299.0,1494.0,35.0,casual wear trousers,dark blue,"['solid', 'straight', 'fit', 'viscose', 'rayon', 'womens', 'casual', 'wear', 'trousers']"
zink london,solid high neck acrylic womens sweaters,"Size:Large,Medium,X-Large",2499.0,999.0,60.0,sweaters,orange,"['solid', 'high', 'neck', 'acrylic', 'womens', 'sweaters']"
and,solid round neck polyester womens shift dress,"Size:8,10,12,14,16",3299.0,2309.0,30.0,shift dress,silver grey,"['solid', 'round', 'neck', 'polyester', 'womens', 'shift', 'dress']"
vero moda,solid cotton round neck womens t-shirt,"Size:Large,Medium,Small,X-Large,X-Small",1799.0,1259.0,30.0,t-shirt,brown,"['solid', 'cotton', 'round', 'neck', 'womens', 't-shirt']"
